,Carrier Code,Date (MM/DD/YYYY),Flight Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Taxi-In time (Minutes),Delay Carrier (Minutes)_x,Delay Weather (Minutes)_x,Delay National Aviation System (Minutes)_x,Delay Security (Minutes)_x,Delay Late Aircraft Arrival (Minutes)_x,scheduled_arrival_time,actual_arrival_time,date_x,date_time_x,app_temp_x,dewpt_x,precip_rate_x,rh_x,temp_x,uv_x,vis_x,weather.code_x,wind_gust_spd_x,wind_spd_x,timestamp_local_x,snow_rate_x,key_x,date_time_map_x,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Taxi-Out time (Minutes),Delay Carrier (Minutes)_y,Delay Weather (Minutes)_y,Delay National Aviation System (Minutes)_y,Delay Security (Minutes)_y,Delay Late Aircraft Arrival (Minutes)_y,scheduled_departure_time,actual_departure_time,date_y,date_time_y,app_temp_y,dewpt_y,precip_rate_y,rh_y,temp_y,uv_y,vis_y,weather.code_y,wind_gust_spd_y,wind_spd_y,timestamp_local_y,snow_rate_y,key_y,date_time_map_y,diff
1061,MQ,04/09/2020,3946,ORD,17:53,00:00,107,0,0,0,0,0,0,0,0,2020-04-09 17:53:00,2020-04-09 00:00:00,2020-04-09,2020-04-09 17:53:00,7.8,-4.6,0.0,41,7.8,1.4,16,803,16.0,12.4,2020-04-09 18:00:00,0.0,SYR,2020-04-09 18:00:00,SYR,15:06,00:00,107,0,0,0,0,0,0,0,0,2020-04-09 16:06:00,2020-04-09 01:00:00,2020-04-09,2020-04-09 15:06:00,2.8,-6.1,0.0,38,7.2,2.3,16,804,16.8,8.85,2020-04-09 15:00:00,0.0,ORD,2020-04-09 15:00:00,-60.0
1067,OO,04/10/2020,3286,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-10 10:55:00,2020-04-10 00:00:00,2020-04-10,2020-04-10 10:55:00,-5.2,-0.7,0.5,88,1.1,1.8,1,600,13.4,8.8,2020-04-10 11:00:00,2.0,SYR,2020-04-10 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-10 09:04:00,2020-04-10 01:00:00,2020-04-10,2020-04-10 08:04:00,-2.4,-5.7,0.0,54,2.6,2.1,16,800,9.8,6.7,2020-04-10 08:00:00,0.0,ORD,2020-04-10 08:00:00,-60.0
1069,OO,04/10/2020,3287,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-10 14:34:00,2020-04-10 00:00:00,2020-04-10,2020-04-10 14:34:00,-3.7,-0.1,0.5,85,2.2,2.1,10,610,12.4,8.8,2020-04-10 14:30:00,0.0,SYR,2020-04-10 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-10 12:45:00,2020-04-10 01:00:00,2020-04-10,2020-04-10 11:45:00,3.9,-6.3,0.0,39,6.7,2.9,16,804,7.7,4.09,2020-04-10 11:45:00,0.0,ORD,2020-04-10 11:45:00,-60.0
1071,MQ,04/10/2020,3946,ORD,17:53,00:00,107,0,0,0,0,0,0,0,0,2020-04-10 17:53:00,2020-04-10 00:00:00,2020-04-10,2020-04-10 17:53:00,-0.4,-2.3,0.0,59,5.0,0.7,16,804,15.4,9.8,2020-04-10 18:00:00,0.0,SYR,2020-04-10 18:00:00,SYR,15:06,00:00,107,0,0,0,0,0,0,0,0,2020-04-10 16:06:00,2020-04-10 01:00:00,2020-04-10,2020-04-10 15:06:00,9.6,-4.4,0.0,37,9.6,3.9,16,803,8.8,4.97,2020-04-10 15:00:00,0.0,ORD,2020-04-10 15:00:00,-60.0
1079,OO,04/11/2020,3287,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-11 14:34:00,2020-04-11 00:00:00,2020-04-11,2020-04-11 14:34:00,7.8,-5.3,0.0,39,7.8,3.6,16,803,9.6,5.9,2020-04-11 14:30:00,0.0,SYR,2020-04-11 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-11 12:45:00,2020-04-11 01:00:00,2020-04-11,2020-04-11 11:45:00,14.4,-3.4,0.0,29,14.4,4.8,16,803,10.5,3.1,2020-04-11 11:45:00,0.0,ORD,2020-04-11 11:45:00,-60.0
1080,OO,04/11/2020,3221,ORD,17:55,00:00,109,0,0,0,0,0,0,0,0,2020-04-11 17:55:00,2020-04-11 00:00:00,2020-04-11,2020-04-11 17:55:00,2.7,-7.2,0.0,35,7.2,1.8,16,802,12.4,9.3,2020-04-11 18:00:00,0.0,SYR,2020-04-11 18:00:00,SYR,15:06,00:00,109,0,0,0,0,0,0,0,0,2020-04-11 16:06:00,2020-04-11 01:00:00,2020-04-11,2020-04-11 15:06:00,16.8,-1.3,0.0,29,16.8,2.3,16,804,9.6,4.34,2020-04-11 15:00:00,0.0,ORD,2020-04-11 15:00:00,-60.0
1084,OO,04/12/2020,3286,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-12 10:55:00,2020-04-12 00:00:00,2020-04-12,2020-04-12 10:55:00,11.7,-4.0,0.0,33,11.7,1.8,16,804,12.4,3.6,2020-04-12 11:00:00,0.0,SYR,2020-04-12 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-12 09:04:00,2020-04-12 01:00:00,2020-04-12,2020-04-12 08:04:00,10.9,5.6,0.5,70,10.9,0.7,16,804,5.6,3.22,2020-04-12 08:00:00,0.0,ORD,2020-04-12 08:00:00,-60.0
1086,OO,04/12/2020,3287,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-12 14:34:00,2020-04-12 00:00:00,2020-04-12,2020-04-12 14:34:00,15.3,-3.1,0.0,28,15.3,2.1,16,804,10.8,4.9,2020-04-12 14:30:00,0.0,SYR,2020-04-12 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-12 12:45:00,2020-04-12 01:00:00,2020-04-12,2020-04-12 11:45:00,16.7,7.6,0.0,55,16.7,2.9,16,804,8.8,4.59,2020-04-12 11:45:00,0.0,ORD,2020-04-12 11:45:00,-60.0
1087,MQ,04/12/2020,3946,ORD,17:53,00:00,107,0,0,0,0,0,0,0,0,2020-04-12 17:53:00,2020-04-12 00:00:00,2020-04-12,2020-04-12 17:53:00,16.7,-1.4,0.0,29,16.7,0.8,16,804,7.6,3.1,2020-04-12 18:00:00,0.0,SYR,2020-04-12 18:00:00,SYR,15:06,00:00,107,0,0,0,0,0,0,0,0,2020-04-12 16:06:00,2020-04-12 01:00:00,2020-04-12,2020-04-12 15:06:00,18.0,9.6,0.0,58,18.0,1.9,16,804,10.0,7.07,2020-04-12 15:00:00,0.0,ORD,2020-04-12 15:00:00,-60.0
1091,OO,04/13/2020,3286,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-13 10:55:00,2020-04-13 00:00:00,2020-04-13,2020-04-13 10:55:00,16.1,12.7,2.0,80,16.1,1.9,16,500,11.3,7.2,2020-04-13 11:00:00,0.0,SYR,2020-04-13 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-13 09:04:00,2020-04-13 01:00:00,2020-04-13,2020-04-13 08:04:00,-3.2,-2.9,0.0,68,2.4,0.7,16,804,14.1,7.86,2020-04-13 08:00:00,0.0,ORD,2020-04-13 08:00:00,-60.0
1093,OO,04/13/2020,3287,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-13 14:34:00,2020-04-13 00:00:00,2020-04-13,2020-04-13 14:34:00,20.3,13.5,1.0,64,20.6,2.5,16,500,13.2,6.95,2020-04-13 14:30:00,0.0,SYR,2020-04-13 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-13 12:45:00,2020-04-13 01:00:00,2020-04-13,2020-04-13 11:45:00,0.1,-3.5,0.0,54,5.0,3.0,16,804,13.4,8.19,2020-04-13 11:45:00,0.0,ORD,2020-04-13 11:45:00,-60.0
1098,OO,04/14/2020,3286,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-14 10:55:00,2020-04-14 00:00:00,2020-04-14,2020-04-14 10:55:00,2.7,-7.8,0.0,36,6.1,2.4,16,804,9.8,5.09,2020-04-14 11:00:00,0.0,SYR,2020-04-14 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-14 09:04:00,2020-04-14 01:00:00,2020-04-14,2020-04-14 08:04:00,-5.1,-6.9,0.0,61,-0.3,1.7,16,802,8.8,4.62,2020-04-14 08:00:00,0.0,ORD,2020-04-14 08:00:00,-60.0
1104,OO,04/15/2020,3286,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-15 10:55:00,2020-04-15 00:00:00,2020-04-15,2020-04-15 10:55:00,-1.2,-5.1,0.0,56,2.8,2.4,14,804,12.4,4.59,2020-04-15 11:00:00,0.0,SYR,2020-04-15 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-15 09:04:00,2020-04-15 01:00:00,2020-04-15,2020-04-15 08:04:00,-5.7,-4.5,0.0,84,-2.2,0.7,3,804,5.6,2.6,2020-04-15 08:00:00,0.0,ORD,2020-04-15 08:00:00,-60.0
1105,OO,04/15/2020,3287,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-15 14:34:00,2020-04-15 00:00:00,2020-04-15,2020-04-15 14:34:00,2.2,-9.5,0.0,32,5.8,2.5,16,804,9.8,5.4,2020-04-15 14:30:00,0.0,SYR,2020-04-15 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-15 12:45:00,2020-04-15 01:00:00,2020-04-15,2020-04-15 11:45:00,-2.7,-6.7,0.0,56,1.1,3.0,16,804,9.9,3.6,2020-04-15 11:45:00,0.0,ORD,2020-04-15 11:45:00,-60.0
1106,MQ,04/15/2020,3946,ORD,17:53,00:00,107,0,0,0,0,0,0,0,0,2020-04-15 17:53:00,2020-04-15 00:00:00,2020-04-15,2020-04-15 17:53:00,2.0,-6.3,0.0,42,5.6,0.9,16,804,8.4,5.09,2020-04-15 18:00:00,0.0,SYR,2020-04-15 18:00:00,SYR,15:06,00:00,107,0,0,0,0,0,0,0,0,2020-04-15 16:06:00,2020-04-15 01:00:00,2020-04-15,2020-04-15 15:06:00,-0.5,-9.2,0.0,39,3.5,2.5,16,804,9.3,4.72,2020-04-15 15:00:00,0.0,ORD,2020-04-15 15:00:00,-60.0
1110,OO,04/16/2020,3286,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-16 10:55:00,2020-04-16 00:00:00,2020-04-16,2020-04-16 10:55:00,-3.8,-6.1,0.0,56,1.7,2.5,16,804,12.8,7.2,2020-04-16 11:00:00,0.0,SYR,2020-04-16 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-16 09:04:00,2020-04-16 01:00:00,2020-04-16,2020-04-16 08:04:00,-4.3,-9.8,0.0,48,-0.2,1.8,16,802,7.2,3.75,2020-04-16 08:00:00,0.0,ORD,2020-04-16 08:00:00,-60.0
1111,OO,04/16/2020,3287,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-16 14:34:00,2020-04-16 00:00:00,2020-04-16,2020-04-16 14:34:00,-5.8,-2.5,0.0,83,0.0,2.5,4,804,14.4,6.7,2020-04-16 14:30:00,0.0,SYR,2020-04-16 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-16 12:45:00,2020-04-16 01:00:00,2020-04-16,2020-04-16 11:45:00,0.3,-10.1,0.0,34,4.4,5.0,16,803,10.8,5.7,2020-04-16 11:45:00,0.0,ORD,2020-04-16 11:45:00,-60.0
1113,UA,04/16/2020,1453,ORD,20:48,00:00,108,0,0,0,0,0,0,0,0,2020-04-16 20:48:00,2020-04-16 00:00:00,2020-04-16,2020-04-16 20:48:00,-4.0,-2.8,0.0,85,-0.6,0.0,16,803,8.0,2.72,2020-04-16 20:45:00,0.0,SYR,2020-04-16 20:45:00,SYR,18:00,00:00,108,0,0,0,0,0,0,0,0,2020-04-16 19:00:00,2020-04-16 01:00:00,2020-04-16,2020-04-16 18:00:00,3.9,-9.3,0.0,30,7.1,0.6,16,804,7.2,5.17,2020-04-16 18:00:00,0.0,ORD,2020-04-16 18:00:00,-60.0
1116,OO,04/17/2020,3286,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-17 10:55:00,2020-04-17 00:00:00,2020-04-17,2020-04-17 10:55:00,1.6,-7.9,0.0,37,5.6,2.5,16,804,9.8,6.2,2020-04-17 11:00:00,0.0,SYR,2020-04-17 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-17 09:04:00,2020-04-17 01:00:00,2020-04-17,2020-04-17 08:04:00,-2.5,-0.4,1.0,90,1.1,0.7,2,600,7.6,3.34,2020-04-17 08:00:00,4.0,ORD,2020-04-17 08:00:00,-60.0
1117,OO,04/17/2020,3287,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-17 14:34:00,2020-04-17 00:00:00,2020-04-17,2020-04-17 14:34:00,4.0,-9.5,0.0,31,6.4,2.2,16,804,8.6,3.34,2020-04-17 14:30:00,0.0,SYR,2020-04-17 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-17 12:45:00,2020-04-17 01:00:00,2020-04-17,2020-04-17 11:45:00,-1.5,-1.2,0.125,74,3.0,2.4,14,600,8.3,5.7,2020-04-17 11:45:00,0.125,ORD,2020-04-17 11:45:00,-60.0
1118,MQ,04/17/2020,3946,ORD,17:53,00:00,107,0,0,0,0,0,0,0,0,2020-04-17 17:53:00,2020-04-17 00:00:00,2020-04-17,2020-04-17 17:53:00,0.3,-4.1,0.0,54,4.4,0.7,16,804,6.8,5.7,2020-04-17 18:00:00,0.0,SYR,2020-04-17 18:00:00,SYR,15:06,00:00,107,0,0,0,0,0,0,0,0,2020-04-17 16:06:00,2020-04-17 01:00:00,2020-04-17,2020-04-17 15:06:00,0.3,-0.8,0.0,71,4.0,1.9,16,804,7.6,4.59,2020-04-17 15:00:00,0.0,ORD,2020-04-17 15:00:00,-60.0
1119,UA,04/17/2020,1453,ORD,20:48,00:00,108,0,0,0,0,0,0,0,0,2020-04-17 20:48:00,2020-04-17 00:00:00,2020-04-17,2020-04-17 20:48:00,-0.2,-0.1,0.25,88,1.7,0.0,10,804,3.0,1.8,2020-04-17 20:45:00,0.0,SYR,2020-04-17 20:45:00,SYR,18:00,00:00,108,0,0,0,0,0,0,0,0,2020-04-17 19:00:00,2020-04-17 01:00:00,2020-04-17,2020-04-17 18:00:00,3.1,-0.8,0.0,64,5.4,1.4,16,803,4.0,2.97,2020-04-17 18:00:00,0.0,ORD,2020-04-17 18:00:00,-60.0
1122,OO,04/18/2020,3286,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-18 10:55:00,2020-04-18 00:00:00,2020-04-18,2020-04-18 10:55:00,1.7,-1.2,0.5,67,4.4,2.0,16,804,7.7,3.1,2020-04-18 11:00:00,0.0,SYR,2020-04-18 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-18 09:04:00,2020-04-18 01:00:00,2020-04-18,2020-04-18 08:04:00,-0.7,-1.2,0.0,70,3.7,2.0,16,801,10.3,5.82,2020-04-18 08:00:00,0.0,ORD,2020-04-18 08:00:00,-60.0
1123,OO,04/18/2020,3287,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-18 14:34:00,2020-04-18 00:00:00,2020-04-18,2020-04-18 14:34:00,8.1,-5.0,0.0,39,8.1,3.8,16,803,9.8,5.15,2020-04-18 14:30:00,0.0,SYR,2020-04-18 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-18 12:45:00,2020-04-18 01:00:00,2020-04-18,2020-04-18 11:45:00,11.1,-0.1,0.0,46,11.1,6.4,16,802,14.9,7.7,2020-04-18 11:45:00,0.0,ORD,2020-04-18 11:45:00,-60.0
1124,OO,04/18/2020,3221,ORD,17:55,00:00,109,0,0,0,0,0,0,0,0,2020-04-18 17:55:00,2020-04-18 00:00:00,2020-04-18,2020-04-18 17:55:00,8.3,-9.1,0.0,28,8.3,1.8,16,802,10.3,6.2,2020-04-18 18:00:00,0.0,SYR,2020-04-18 18:00:00,SYR,15:06,00:00,109,0,0,0,0,0,0,0,0,2020-04-18 16:06:00,2020-04-18 01:00:00,2020-04-18,2020-04-18 15:06:00,14.0,-0.4,0.0,37,14.0,5.2,16,802,17.5,10.67,2020-04-18 15:00:00,0.0,ORD,2020-04-18 15:00:00,-60.0
1126,UA,04/18/2020,1453,ORD,20:48,00:00,108,0,0,0,0,0,0,0,0,2020-04-18 20:48:00,2020-04-18 00:00:00,2020-04-18,2020-04-18 20:48:00,3.7,-5.7,0.0,44,5.6,0.0,16,802,3.1,2.35,2020-04-18 20:45:00,0.0,SYR,2020-04-18 20:45:00,SYR,18:00,00:00,108,0,0,0,0,0,0,0,0,2020-04-18 19:00:00,2020-04-18 01:00:00,2020-04-18,2020-04-18 18:00:00,14.3,0.2,0.0,38,14.3,2.1,16,800,15.2,10.92,2020-04-18 18:00:00,0.0,ORD,2020-04-18 18:00:00,-60.0
1128,OO,04/19/2020,3286,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-19 10:55:00,2020-04-19 00:00:00,2020-04-19,2020-04-19 10:55:00,13.3,0.0,0.0,40,13.3,4.2,16,803,10.8,7.7,2020-04-19 11:00:00,0.0,SYR,2020-04-19 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-19 09:04:00,2020-04-19 01:00:00,2020-04-19,2020-04-19 08:04:00,10.8,2.2,0.0,55,10.8,1.9,16,802,9.3,4.87,2020-04-19 08:00:00,0.0,ORD,2020-04-19 08:00:00,-60.0
1129,OO,04/19/2020,3287,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-19 14:34:00,2020-04-19 00:00:00,2020-04-19,2020-04-19 14:34:00,11.3,2.6,1.0,55,11.3,2.2,13,500,14.0,7.94,2020-04-19 14:30:00,0.0,SYR,2020-04-19 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-19 12:45:00,2020-04-19 01:00:00,2020-04-19,2020-04-19 11:45:00,16.1,-2.4,0.0,28,16.1,6.5,16,802,12.9,8.19,2020-04-19 11:45:00,0.0,ORD,2020-04-19 11:45:00,-60.0
1130,MQ,04/19/2020,3946,ORD,17:53,00:00,107,0,0,0,0,0,0,0,0,2020-04-19 17:53:00,2020-04-19 00:00:00,2020-04-19,2020-04-19 17:53:00,7.8,6.1,1.0,89,7.8,0.7,6,500,5.6,1.2,2020-04-19 18:00:00,0.0,SYR,2020-04-19 18:00:00,SYR,15:06,00:00,107,0,0,0,0,0,0,0,0,2020-04-19 16:06:00,2020-04-19 01:00:00,2020-04-19,2020-04-19 15:06:00,13.6,0.6,0.0,41,13.6,5.3,16,802,10.0,6.45,2020-04-19 15:00:00,0.0,ORD,2020-04-19 15:00:00,-60.0
1131,UA,04/19/2020,1453,ORD,20:48,00:00,108,0,0,0,0,0,0,0,0,2020-04-19 20:48:00,2020-04-19 00:00:00,2020-04-19,2020-04-19 20:48:00,8.0,6.0,0.5,87,8.0,0.0,16,804,10.9,4.09,2020-04-19 20:45:00,0.0,SYR,2020-04-19 20:45:00,SYR,18:00,00:00,108,0,0,0,0,0,0,0,0,2020-04-19 19:00:00,2020-04-19 01:00:00,2020-04-19,2020-04-19 18:00:00,8.6,0.4,0.0,56,8.6,2.1,16,800,9.2,5.7,2020-04-19 18:00:00,0.0,ORD,2020-04-19 18:00:00,-60.0
1134,OO,04/20/2020,3287,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-20 14:34:00,2020-04-20 00:00:00,2020-04-20,2020-04-20 14:34:00,8.6,-7.5,0.0,31,8.6,4.7,16,803,7.0,2.6,2020-04-20 14:30:00,0.0,SYR,2020-04-20 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-20 12:45:00,2020-04-20 01:00:00,2020-04-20,2020-04-20 11:45:00,14.4,-4.3,0.0,27,14.4,6.5,16,802,10.3,5.09,2020-04-20 11:45:00,0.0,ORD,2020-04-20 11:45:00,-60.0
1135,MQ,04/20/2020,3946,ORD,17:53,00:00,107,0,0,0,0,0,0,0,0,2020-04-20 17:53:00,2020-04-20 00:00:00,2020-04-20,2020-04-20 17:53:00,8.3,-7.0,0.0,33,8.3,1.8,16,802,6.4,4.59,2020-04-20 18:00:00,0.0,SYR,2020-04-20 18:00:00,SYR,15:06,00:00,107,0,0,0,0,0,0,0,0,2020-04-20 16:06:00,2020-04-20 01:00:00,2020-04-20,2020-04-20 15:06:00,17.4,-1.8,0.0,27,17.4,2.6,16,804,15.6,8.1,2020-04-20 15:00:00,0.0,ORD,2020-04-20 15:00:00,-60.0
1136,UA,04/20/2020,1453,ORD,20:48,00:00,108,0,0,0,0,0,0,0,0,2020-04-20 20:48:00,2020-04-20 00:00:00,2020-04-20,2020-04-20 20:48:00,4.5,-9.7,0.0,36,4.0,0.0,16,802,2.6,0.64,2020-04-20 20:45:00,0.0,SYR,2020-04-20 20:45:00,SYR,18:00,00:00,108,0,0,0,0,0,0,0,0,2020-04-20 19:00:00,2020-04-20 01:00:00,2020-04-20,2020-04-20 18:00:00,16.1,3.2,0.0,42,16.1,1.0,16,804,16.5,8.15,2020-04-20 18:00:00,0.0,ORD,2020-04-20 18:00:00,-60.0
1138,OO,04/21/2020,3286,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-21 10:55:00,2020-04-21 00:00:00,2020-04-21,2020-04-21 10:55:00,0.9,1.5,0.5,75,5.6,2.6,16,804,12.9,8.19,2020-04-21 11:00:00,0.5,SYR,2020-04-21 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-21 09:04:00,2020-04-21 01:00:00,2020-04-21,2020-04-21 08:04:00,-1.9,-11.2,0.0,33,3.6,1.9,16,802,14.2,8.72,2020-04-21 08:00:00,0.0,ORD,2020-04-21 08:00:00,-60.0
1139,OO,04/21/2020,3287,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-21 14:34:00,2020-04-21 00:00:00,2020-04-21,2020-04-21 14:34:00,2.7,-4.8,0.25,42,7.2,3.5,16,804,13.2,9.3,2020-04-21 14:30:00,0.25,SYR,2020-04-21 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-21 12:45:00,2020-04-21 01:00:00,2020-04-21,2020-04-21 11:45:00,7.8,-10.0,0.0,27,7.8,6.6,16,802,12.4,8.8,2020-04-21 11:45:00,0.0,ORD,2020-04-21 11:45:00,-60.0
1140,MQ,04/21/2020,3946,ORD,17:53,00:00,107,0,0,0,0,0,0,0,0,2020-04-21 17:53:00,2020-04-21 00:00:00,2020-04-21,2020-04-21 17:53:00,-3.0,-8.4,0.0,40,3.9,0.9,16,804,19.6,14.9,2020-04-21 18:00:00,0.0,SYR,2020-04-21 18:00:00,SYR,15:06,00:00,107,0,0,0,0,0,0,0,0,2020-04-21 16:06:00,2020-04-21 01:00:00,2020-04-21,2020-04-21 15:06:00,10.6,-9.6,0.0,23,10.6,6.4,16,800,11.7,7.07,2020-04-21 15:00:00,0.0,ORD,2020-04-21 15:00:00,-60.0
1141,UA,04/21/2020,1453,ORD,20:48,00:00,108,0,0,0,0,0,0,0,0,2020-04-21 20:48:00,2020-04-21 00:00:00,2020-04-21,2020-04-21 20:48:00,-4.2,-7.7,0.0,48,2.2,0.0,16,804,14.6,10.17,2020-04-21 20:45:00,0.0,SYR,2020-04-21 20:45:00,SYR,18:00,00:00,108,0,0,0,0,0,0,0,0,2020-04-21 19:00:00,2020-04-21 01:00:00,2020-04-21,2020-04-21 18:00:00,11.0,-11.1,0.0,20,11.0,2.1,16,800,9.6,5.7,2020-04-21 18:00:00,0.0,ORD,2020-04-21 18:00:00,-60.0
1144,OO,04/22/2020,3287,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-22 14:34:00,2020-04-22 00:00:00,2020-04-22,2020-04-22 14:34:00,-2.1,-10.3,0.0,34,4.2,4.8,16,803,16.8,12.35,2020-04-22 14:30:00,0.0,SYR,2020-04-22 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-22 12:45:00,2020-04-22 01:00:00,2020-04-22,2020-04-22 11:45:00,12.2,-1.7,0.125,38,12.2,3.2,16,804,9.2,4.09,2020-04-22 11:45:00,0.0,ORD,2020-04-22 11:45:00,-60.0
1145,MQ,04/22/2020,3946,ORD,17:53,00:00,107,0,0,0,0,0,0,0,0,2020-04-22 17:53:00,2020-04-22 00:00:00,2020-04-22,2020-04-22 17:53:00,-1.0,-10.1,0.0,34,4.4,1.5,16,803,13.4,9.3,2020-04-22 18:00:00,0.0,SYR,2020-04-22 18:00:00,SYR,15:06,00:00,107,0,0,0,0,0,0,0,0,2020-04-22 16:06:00,2020-04-22 01:00:00,2020-04-22,2020-04-22 15:06:00,12.4,5.8,0.0,64,12.4,2.0,16,804,13.2,2.22,2020-04-22 15:00:00,0.0,ORD,2020-04-22 15:00:00,-60.0
1146,UA,04/22/2020,1453,ORD,20:48,00:00,108,0,0,0,0,0,0,0,0,2020-04-22 20:48:00,2020-04-22 00:00:00,2020-04-22,2020-04-22 20:48:00,-1.9,-8.1,0.0,46,2.4,0.0,16,803,7.2,4.87,2020-04-22 20:45:00,0.0,SYR,2020-04-22 20:45:00,SYR,18:00,00:00,108,0,0,0,0,0,0,0,0,2020-04-22 19:00:00,2020-04-22 01:00:00,2020-04-22,2020-04-22 18:00:00,12.5,8.0,1.0,74,12.5,0.8,16,500,10.8,3.72,2020-04-22 18:00:00,0.0,ORD,2020-04-22 18:00:00,-60.0
1148,OO,04/23/2020,3286,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-23 10:55:00,2020-04-23 00:00:00,2020-04-23,2020-04-23 10:55:00,4.5,-11.2,0.0,31,4.4,2.6,16,804,5.2,0.8,2020-04-23 11:00:00,0.0,SYR,2020-04-23 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-23 09:04:00,2020-04-23 01:00:00,2020-04-23,2020-04-23 08:04:00,8.7,4.9,0.0,77,8.7,0.9,16,804,4.4,1.2,2020-04-23 08:00:00,0.0,ORD,2020-04-23 08:00:00,-60.0
1149,OO,04/23/2020,3287,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-23 14:34:00,2020-04-23 00:00:00,2020-04-23,2020-04-23 14:34:00,8.1,-8.9,0.0,29,8.1,3.0,16,804,4.4,0.75,2020-04-23 14:30:00,0.0,SYR,2020-04-23 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-23 12:45:00,2020-04-23 01:00:00,2020-04-23,2020-04-23 11:45:00,13.9,7.7,0.0,66,13.9,2.5,16,804,5.1,1.2,2020-04-23 11:45:00,0.0,ORD,2020-04-23 11:45:00,-60.0
